,conversation_id,message_id,user_message,user_action,shop_message,shop_action
49911,8459,t_2526346884350586,Mình gửi nhầm ảm xúc,handoff,,
49912,8459,t_2526346884350586,🙂,icon,,
49913,8459,t_2526346884350586,Shop gửi link shopee cho mình nhá,handoff,,
49914,8459,t_2526346884350586,,,https://shopee.vn/B%E1%BB%99-Qu%E1%BA%A7n-%C3%81o-C%E1%BB%99c-Tay-B%C3%A9-Trai-(10-14-Tu%E1%BB%95i)-K's-Closet-T021TES-i.93713176.6827978162,send_link
49915,8459,t_2526346884350586,,,Em gửi chị ạ,handoff
49916,8459,t_2526346884350586,Cảm ơn shop ạ,thank,,
49917,8460,t_2526346884350586,,,Oanh Nguyễn đã trả lời một quảng cáo.,handoff
49918,8460,t_2526346884350586,,,Chào Nguyễn! Chúng tôi có thể giúp gì cho bạn?,handoff
49919,8460,t_2526346884350586,shop cho mình xin giá bộ này ạ,request#price,,
49920,8460,t_2526346884350586,,,,
49921,8460,t_2526346884350586,,,Chị cho em xin hình ảnh sản phẩm em hỗ trợ chị ạ,handoff
49922,8460,t_2526346884350586,,,K's Closet chào chị ạ. Sản phẩm B003TES-BK3BABEE04 BỘ CỘC TAY BÉ TRAI có giá 259.000đ sale 40% còn 155.400đ.Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
49923,8460,t_2526346884350586,,,"K's Closet chào chị ạ. Sản phẩm B231NIS-BK1ABDOO - ÁO TANKTOP IN LOVE BOAT có giá 119,000đ sale 50% còn 59.500đ. Sản phẩm B237NIS-BK2ADTAN03 QUẦN BT IN CÁ HEO có giá 129,000đ sale 50% còn 64.500đ. Mời chị ghé cửa hàng hoặc truy cập shopee xem và sắm đồ cho bé ạ",handoff
49924,8460,t_2526346884350586,,,K's Closet chào chị ạ.Sản phẩm T201TES-FK3BAXAN10 BỘ CỘC TAY BÉ TRAI có giá 319.000đ  sale 30% còn 223.300đ.Bên em có size cho bé từ 10-14 tuổi.Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
49925,8460,t_2526346884350586,Mình muốn mua trên Facebook có được áp dụng giá trên ko vậy,handoff,,
49926,8460,t_2526346884350586,,,"Dạ bên em có áp dụng ạ. Chị quan tâm sản phẩm cho bé cao và nặng bao nhiêu, em hỗ trợ chị ạ",handoff
83315,14131,t_2577154195852426,,,Đào Thuỳ Dương đã trả lời một quảng cáo.,handoff
83316,14131,t_2577154195852426,,,} ! Cảm ơn bạn đã liên hệ với fb://page/?id=1059845080701224  trên Messenger.,thank
83317,14131,t_2577154195852426,,,,
83318,14131,t_2577154195852426,Hi em,greet,,
83319,14131,t_2577154195852426,,,,
83320,14131,t_2577154195852426,Còn áo này size 35kg và 25 kg không,ask_availability#size,,
83321,14131,t_2577154195852426,11 tuổi và 7 tuổi,inform,,
83322,14131,t_2577154195852426,,,còn nha chị,handoff
83323,14131,t_2577154195852426,,,25kg mặc sz7,inform
83324,14131,t_2577154195852426,,,35kg mặc sz11 ạ,inform
83325,14131,t_2577154195852426,,,chị vui lòng cho e sđt địa chỉ e lên đơn ạ,handoff
83326,14131,t_2577154195852426,16 dương văn an em,handoff,,
83327,14131,t_2577154195852426,0901162666,handoff,,
83328,14131,t_2577154195852426,2 cái đó giá bao nhiêu em?,request#price,,
83329,14131,t_2577154195852426,,,size 7 là 579 còn size 11 là 599,ask_availability#size
83330,14131,t_2577154195852426,,,chương trinh mua 1 tặng 1 ko áp dụng cho mua áo dài tặng áo dài đâu chị ạ,handoff
83331,14131,t_2577154195852426,"Ôi, chị tưởng là được áp dụng cho áo dài nữa 😞",handoff,,
83332,14131,t_2577154195852426,,,Dạ chị mua áo dài tặng sản phẩm khác không phải áo dài ạ,handoff
83333,14131,t_2577154195852426,👍,icon,,
119936,19988,t_2599601863618134,"TTTM The Gardan, đường Mễ Trì, Hà Nội đã có khẩu trang chưa? Chị đăng ký nhận khẩu trang ở đó.",handoff,,
119937,19988,t_2599601863618134,,,Dạ cửa hàng The garden có khẩu trang rồi ạ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
119938,19988,t_2599601863618134,👏🙂🙂,icon,,
119939,19988,t_2599601863618134,"Ở TTTM The Gardan, đường Mễ Trì, HN còn khẩu trang không em?",handoff,,
119940,19988,t_2599601863618134,,,Dạ hiện tại cửa hàng đã hết hàng khẩu trang,handoff
119941,19988,t_2599601863618134,,,"Chị vui lòng tham khảo qua Shopee giúp em
https://shopee.vn/product/93713176/5617782852 . Đây là link đặt online trên shopee của K's Closet. Chị vui lòng truy cập xem và sắm đồ cho bé ạ",handoff
119942,19989,t_2599601863618134,,,Kieuhuong Nguyen đã trả lời một quảng cáo.,handoff
119943,19989,t_2599601863618134,bao nhiêu bộ này shop,request#price,,
119944,19989,t_2599601863618134,,,,
119945,19989,t_2599601863618134,,,Chào Kieuhuong! Chúng tôi có thể giúp gì cho bạn?,handoff
119946,19989,t_2599601863618134,,,Dạ chào chị. Chị đang quan tâm tới sản phẩm nào của K's closet vui lòng gửi hình ảnh sản phẩm kèm chiều cao cân nặng của bé để được shop hỗ trợ nha,handoff
119947,19989,t_2599601863618134,,,,
119948,19989,t_2599601863618134,,,"Dạ K's Closet chào chị ạ. Sản phẩm T146TES-FT4BGHON - VÁY Mẹ có giá 499,000đ  sale 50% còn 249.500đạ.Sản phẩm  K146TES-FT - VÁY BÉ GÁI có giá 399,000đ sale 50% 199.500đ. Mời chị ghé cửa hàng hoặc shopee https://bit.ly/BGD146TES xem và sắm đồ cho bé ạ",handoff
35886,5985,t_2612179869005825,,,Dạ đồng phục học sinh : Áo trắng có giá sau sale 150.000đ.Quần có giá 175.000đ Em gửi chị link Đồng phục bé trai: https://shopee.vn/mall/search?keyword=%C4%91%E1%BB%93ng%20ph%E1%BB%A5c%20b%C3%A9%20trai&shop=93713176 chị vui lòng truy cập link để xem và sắm đồ cho bé ạ,handoff
35887,5985,t_2612179869005825,Bé trai 45kg có sz quần ko shop,ask_if_sells#size,,
35888,5985,t_2612179869005825,,,Chị cho em xin chiều cao và cân nặng cụ thể của bé để em check size phù hợp với bé nhé,handoff
35889,5985,t_2612179869005825,Cao 1m42 nặng 45kg học lớp 5,inform,,
35890,5985,t_2612179869005825,,,,
35891,5985,t_2612179869005825,,,"Dạ bé mặc size 12 bên em ạ. Nếu muốn thoải mái, chị lấy size 14 chị ạ",handoff
35892,5985,t_2612179869005825,Gửi m gia quần đồng phục nhé,handoff,,
35893,5985,t_2612179869005825,,,Dạ đồng phục học sinh : Áo trắng có giá sau sale 150.000đ.Quần sooc có giá 150.000đ. Quần dài có giá 174.000đ ạ,handoff
35894,5985,t_2612179869005825,Techco Tứ Hiệp có ko shop,handoff,,
35895,5985,t_2612179869005825,,,Dạ tiếc quá ạ. Tecco bên em hết size của bé rồi ạ,handoff
35896,5985,t_2612179869005825,😭,icon,,
66092,11519,t_2612723478832501,Get Started,handoff,,
66093,11519,t_2612723478832501,Bạn ơi,greet,,
66094,11519,t_2612723478832501,Cho mình hỏi chút,handoff,,
66095,11519,t_2612723478832501,Hệ thống cửa hàng của mình có chế độ đổi hàng sale k nhỉ,handoff,,
66096,11519,t_2612723478832501,Hôm nọ mình mua cho bé hàng sale 10% nhưng bé bị chật,handoff,,
66097,11519,t_2612723478832501,😭😭,icon,,
66098,11519,t_2612723478832501,,,Dạ K's Closet xin chào ạ. Dạ bên em hỗ trợ đổi size cả cho hàng sale chị nha. Chị vui lòng nhắn tin trực tiếp trên shopee để các bạn hỗ trợ chị nha.,handoff
66099,11519,t_2612723478832501,Vâng ạ,agree,,
66100,11519,t_2612723478832501,Mình cảm ơn nhé,thank,,
66101,11519,t_2612723478832501,Trong vòng bn ngày thế bạn,handoff,,
66102,11519,t_2612723478832501,,,"Dạ thời hạn đổi hàng là Trong vòng 10 ngày kể từ ngày mua sản phẩm (áp dụng cho sản phẩm mua tại cửa hàng)
Đối với Khách hàng mua hàng online: đổi trong vòng 10 ngày (kể từ ngày khách hàng nhận được sản phẩm, căn cứ theo ngày nhận trên bill nhận hàng của công ty chuyển phát)",handoff
66103,11519,t_2612723478832501,,,,
66104,11519,t_2612723478832501,Mình cảm ơn nhé,thank,,
66105,11519,t_2612723478832501,,,Cảm ơn chị đã quan tâm đến sản phẩm của K's Closet.,thank
92241,15338,t_2638478912932104,Shop báo giá m áo len này với ạ,request#price,,
92242,15338,t_2638478912932104,,,,
92243,15338,t_2638478912932104,,,"Dạ, chào chị. Mẫu áo len B036NIF trắng có giá 379,000 đồng sale 50% còn 189,500 đồng ạ. Chị cho em xin chiều cao, cân nặng của bé để em check size giúp chị ạ.",handoff
92244,15338,t_2638478912932104,"Mình lại không rõ cỡ bé lắm. Một bé lớp 4, một bé lớp 2 ạ. Hai bạn ấy cũng gầy gầy thôi",handoff,,
92245,15338,t_2638478912932104,😭,icon,,
92246,15338,t_2638478912932104,,,Dạ mẫu này shop lại chỉ có size cho bé từ 1-4 tuổi thôi chị ạ,ask_if_sells#size
92247,15338,t_2638478912932104,,,,
92248,15338,t_2638478912932104,,,Shop có mẫu này có size của bé chị tham khảo nhé,ask_if_sells#size
19518,3068,t_2679519068993743,,,Lạc Trung còn size 9t các mẫu váy chị ạ,ask_availability#size
19519,3068,t_2679519068993743,Vay nay mã bnhieu ha b,request#price,,
19520,3068,t_2679519068993743,,,Mã k110tef ạ,handoff
19521,3068,t_2679519068993743,Ok b,agree,,
19522,3068,t_2679519068993743,,,,
19523,3068,t_2679519068993743,Cho minh xin gia vay nay,request#price,,
19524,3068,t_2679519068993743,Con size 9 tuổi o lạc trung k b,ask_availability#size,,
19525,3068,t_2679519068993743,,,"Sản phẩm K304TES-FT4BHDBI03 VÁY BÉ GÁI có giá 339,000 sale 50% còn 169.500đ",handoff
19526,3068,t_2679519068993743,Để t mua cung luôn,handoff,,
19527,3068,t_2679519068993743,O lạc trung con size 9 tuổi k b,ask_availability#size,,
19528,3068,t_2679519068993743,Để t qa luôn,handoff,,
19529,3068,t_2679519068993743,,,Mẫu đấy hết size của bé rồi ạ,inform
19530,3068,t_2679519068993743,,,Chỉ còn 2 mẫu váy trên còn size của bé thôi ạ,ask_availability#size
19531,3068,t_2679519068993743,Cơ sở nao con k b,handoff,,
19532,3068,t_2679519068993743,Cho t đua chi để t qa mua,handoff,,
19533,3068,t_2679519068993743,B hoi giúp t dc k,handoff,,
19534,3068,t_2679519068993743,O pho Huế con k b,handoff,,
19535,3068,t_2679519068993743,,,Mẫu đấy size 9t bên em hết hàng ở các cơ sở rồi ạ,handoff
19536,3068,t_2679519068993743,😥😥😥,icon,,
19537,3068,t_2679519068993743,,,"Ở Lạc Trung còn 2 mẫu váy trên chị qua cửa hàng tham khảo ạ,do đợt sale bên em hết size nhanh ạ",handoff
19538,3068,t_2679519068993743,Ok b,agree,,
19539,3068,t_2679519068993743,,,Dạ em cảm ơn chị ạ,thank
19540,3069,t_2679519068993743,"B oi check lại live giúp t 
T commen đầu ma toan k dc chốt đơn 😥😫",handoff,,
19541,3069,t_2679519068993743,Xem suốt gan 2 tiếng chốt đơn ma toan bị sót đơn,handoff,,
19542,3069,t_2679519068993743,,,"Dạ,rất mong chị thông cảm ạ",handoff
103769,17035,t_2687505264678659,,,"Dạ chào chị, QUẦN JOGGER BÉ TRAI mã K163NIF có giá 329 000đ sau giảm giá còn 165 000đ. Chị cho em xin chiều cao và cân nặng cụ thể của bé để em check size phù hợp với bé nhé!",handoff
103770,17035,t_2687505264678659,Bé 6 tuoi,inform,,
103771,17035,t_2687505264678659,Cao thì mình ko nhớ chính xác,handoff,,
103772,17035,t_2687505264678659,,,"Vậy để thoải mái thì cho bé mặc size 7 bên em, size 7 cho bé cao 119- 123cm, nặng 25- 29kg ạ",handoff
103773,17035,t_2687505264678659,Bạn nói rõ hơn về sản phẩm này được chứ?,handoff,,
103774,17035,t_2687505264678659,,,Xin chào Quỳnh!!! 👋 Cảm ơn bạn đã liên hệ với K's Closet trên Messenger. Vui lòng gửi cho chúng tôi mọi câu hỏi của bạn!,thank
103775,17035,t_2687505264678659,,,Chị muốn mua Chị muốn mua online hay trực tiếp tại cửa hàng để em tư vấn ạ?,handoff
103776,17035,t_2687505264678659,Chị hay mua ở của hạng tại thành phố thái nguyên,handoff,,
103777,17035,t_2687505264678659,Tại đó có còn ko admin,handoff,,
103778,17035,t_2687505264678659,,,"Tại Thái Nguyên mẫu này bên em lại hết size 7 cho tất cả các màu rồi chị ạ, còn màu đen thì cũng hết ở tất cả cơ sở cho size 7ạ",handoff
103779,17036,t_2687505264678659,Thanks admin,thank,,
103780,17036,t_2687505264678659,Thái Nguyên bây giờ không có shop nào nữa à ad,handoff,,
103781,17036,t_2687505264678659,,,Dạ Thái Nguyên bên em tạm thời ngừng hoạt động chị ạ,handoff
103782,17036,t_2687505264678659,😭,icon,,
36449,6061,t_2698458533761094,,,Sản phẩm K019NIF-BK3OADOO có giá 259.000đ sale 50% còn 129.500đ. Bên em có size cho bé từ 3-9 tuổi. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
36450,6061,t_2698458533761094,👍,icon,,
140499,23468,t_2731803613726785,"Shop còn mẫu này cho bé trai cao 1m50, 48kg ko",handoff,,
140500,23468,t_2731803613726785,,,,
140501,23468,t_2731803613726785,,,"K's Closet chào chị ạ. Sản phẩmK197TEF-FK3IADE BỘ CÁNH DƠI BÉ TRAI 459,000đ sale 40% còn  275,400đ. Bên em có size cho bé từ 2-10 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
140502,23468,t_2731803613726785,Cho chị  chốt 1 set cánh dơi cho bé 10 tuổi nhé,inform,,
140503,23468,t_2731803613726785,Có cánh dơi chứ e 😅,handoff,,
140504,23468,t_2731803613726785,,,https://shopee.vn/B%E1%BB%99-Trang-Ph%E1%BB%A5c-Halloween-Cho-B%C3%A9-Trai-(2-10-Tu%E1%BB%95i)-K's-Closet-K185TEF-K197TEF-K257TEF-HT-i.93713176.7158124678,send_link
140505,23468,t_2731803613726785,,,Sản phẩm chị quan tâm bên em chỉ còn trên shopee. Đây là link đặt online trên shopee của K's Closet. Chị vui lòng truy cập xem và sắm đồ cho bé ạ,handoff
140506,23468,t_2731803613726785,,,,
140507,23468,t_2731803613726785,Bé nhà mình 1m50 48kg size 10 sợ bé ko shop,ask_if_sells#size,,
140508,23468,t_2731803613726785,Mình ko thấy còn size khác,ask_availability#size,,
140509,23468,t_2731803613726785,,,Dạ size 10 bên em cho bé 32kg thôi ạ,ask_if_sells#size
140510,23468,t_2731803613726785,,,Size lớn nhất bên em cho bé 32kg thôi ạ,inform
140511,23468,t_2731803613726785,Hic vì mình thấy báo còn size đến 10 tuổi,ask_availability#size,,
140512,23468,t_2731803613726785,Vậy có mẫu nào cho bé cân nặng như vậy đc ko?,handoff,,
140513,23468,t_2731803613726785,,,Dạ tiếc quá bên em không có ạ,handoff
140514,23468,t_2731803613726785,😭,icon,,
19716,3094,t_2833441356980125,Bắt đầu,handoff,,
19717,3094,t_2833441356980125,Chào shop,greet,,
19718,3094,t_2833441356980125,Mình muốn shop báo giá cho mình 1 số mẫu này với,request#price,,
19719,3094,t_2833441356980125,,,,
19720,3094,t_2833441356980125,,,K's Closet chào chị ạ. K110TEF váy bé gái có giá 269K sale 10% còn 242.100đ . Bên em có size cho bé từ 3-9 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
19721,3094,t_2833441356980125,,,"K's Closet chào chị ạ,sản phẩm K060TEF-FT3FXCAH03 SÉT ÁO KÈM QUẦN 439.000đ sale còn 395.100đ.Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
19722,3094,t_2833441356980125,,,"K's Closet chào chị ạ. Sản phẩm K016TEF-BK4AIXAN09 VÁY DÀI TAY BÉ GÁI có giá 319,000đ sale 30% còn 223.300đ. Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
19723,3094,t_2833441356980125,,,"2 mẫu cuối hàng bên em chỉ bán trên shopee không bán tại cửa hàng ạ,chị nhắn tin trực tiếp lên shopee để các bạn hỗ trợ chị ạ",handoff
19724,3094,t_2833441356980125,👌,icon,,
19725,3094,t_2833441356980125,Mình thấy mẫu K016TEF giảm 50% là áp dụng cho giá 319 đúng ko shop?,handoff,,
19726,3094,t_2833441356980125,Và cả mẫu k110TEF cũng giảm 50% chứ shop,handoff,,
19727,3094,t_2833441356980125,Nếu ok cho mình đặt hàng nhé,handoff,,
19728,3094,t_2833441356980125,,,"K's Closet chào chị ạ. Sản phẩm K016TEF-BK4AIXAN09 VÁY DÀI TAY BÉ GÁI có giá 319,000đ sale 30% còn 223.300đ. Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
19729,3094,t_2833441356980125,,,K's Closet chào chị ạ. K110TEF váy bé gái có giá 269K sale 10% còn 242.100đ . Bên em có size cho bé từ  5-9 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
13891,2185,t_2861205720589066,Đặt qua web đc ko ah,handoff,,
13892,2185,t_2861205720589066,Bên mình hình như có shopee ạ,handoff,,
13893,2185,t_2861205720589066,E đặt shopee đc ko,handoff,,
13894,2185,t_2861205720589066,,,Dạ shopee không có sản phẩm trên chị ạ.,handoff
13895,2185,t_2861205720589066,😬😬😬,icon,,
13896,2185,t_2861205720589066,Cơ sở Linh Đàm còn ko au,handoff,,
13897,2185,t_2861205720589066,Mai e ra đó,handoff,,
13898,2185,t_2861205720589066,,,Dạ Linh Đàm còn đó ạ,handoff
13899,2185,t_2861205720589066,,,Ngày sale hàng hóa thay đổi nhanh nên chị thu xếp qua cửa hàng sớm nha,handoff
13900,2185,t_2861205720589066,Dạ vậy tối e qua,agree,,
13901,2185,t_2861205720589066,^^,handoff,,
13902,2185,t_2861205720589066,,,Dạ vâng em cảm ơn chị ạ,thank
13903,2186,t_2861205720589066,,,Hà Lê đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,handoff
13904,2186,t_2861205720589066,,,"� K’s Closet thân tặng cả nhà mình quà tặng: ƯU ĐÃI LÊN TỚI 50% TOÀN BỘ SẢN PHẨM

� Chương trình áp dụng cho tất cả sản phẩm cùng vô vàn thiết kế Xuân Hè 2020 “mới tinh” tại hệ thống cửa hàng K's Closet chắc hẳn sẽ không là phụ công mua sắm của ba mẹ và bé!",handoff
13905,2186,t_2861205720589066,,,,
13906,2186,t_2861205720589066,Bạn ơi,greet,,
13907,2186,t_2861205720589066,,,,
13908,2186,t_2861205720589066,T muốn lấy 2 bộ này,inform,,
13909,2186,t_2861205720589066,Cho bé 13kg,inform,,
13910,2186,t_2861205720589066,,,K's Closet chào chị ạ. https://shopee.vn/shop/93713176/search. Đây là link đặt online trên shopee của K's Closet. Chị vui lòng truy cập xem và sắm đồ cho bé ạ,handoff
13911,2186,t_2861205720589066,C ko thấy 2 bộ kia,handoff,,
13912,2186,t_2861205720589066,:),handoff,,
13913,2186,t_2861205720589066,,,Chị tìm kiếm mã sản phẩm trong shopee giúp em nha,handoff
13914,2186,t_2861205720589066,Dạ,agree,,
13915,2187,t_2861205720589066,,,"""Daạ sản phẩm chị quan tâm có giá 599.000đ sale 40% còn 359.400đ.Bên em có size 2-10t.Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ	""",handoff
27139,4534,t_2882373035365143,,,"K's Closet chào chị ạ,K016TEF-BK4AIXAN06 VÁY DÀI TAY BÉ GÁI có giá 319,000đ sale còn 287.100.Bên em có size cho bé từ 3 đến 9t.Chị cho em xin chiều cao cân nặng của bé em check size cho chị ạ",handoff
27140,4534,t_2882373035365143,,,"K's Closet chào chị ạ,sản phẩm K362EIF-FT4DA VÁY NHUNG có giá  349000đ sale còn 174500đ.Chị cho em xin chiều cao cân nặng của bé em check size cho chị ạ",handoff
27141,4534,t_2882373035365143,"chiều cao 1,25m, khoảng 30kg bạn ạ",inform,,
27142,4534,t_2882373035365143,,,"Dạ bé mặc được size 9t bên em nhưng bên em lại hết size của bé rồi ạ,Chị tham khảo các mẫu khác bên em chị nha",handoff
27143,4534,t_2882373035365143,cả 2 bộ trên đều hết size hả bạn?,handoff,,
27144,4534,t_2882373035365143,,,Dạ váy đầu tiên còn size của bé ạ,ask_availability#size
27145,4534,t_2882373035365143,,,,
27146,4534,t_2882373035365143,Còn size 9 t váy dài tay màu hồng ko bạn?,ask_availability#size,,
27147,4534,t_2882373035365143,,,"K's Closet chào chị ạ. Sản phẩm K016TEF-BK4AIXAN09 VÁY DÀI TAY BÉ GÁI có giá 319,000đ sale 10% còn 287.100đ. Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
27148,4534,t_2882373035365143,👍,icon,,
101936,16763,t_2883348418395633,B check giúp mình cơ sở ở Trần Đăng Ninh nhé,handoff,,
101937,16763,t_2883348418395633,Còn váy giá bao nhiêu ah shop,request#price,,
101938,16763,t_2883348418395633,,,Váy K196NIF có giá 309.000đ ạ,request#price
101939,16763,t_2883348418395633,,,Trần Đăng Ninh thì hết áo size 7 rồi ạ,handoff
101940,16763,t_2883348418395633,Ở hai bac trưng còn ko b,handoff,,
101941,16763,t_2883348418395633,B check cho mình ở hai bà trưng thì váy và áo có còn k nhé,handoff,,
101942,16763,t_2883348418395633,,,Áo này bên em còn màu trắng thôi ạ. Màu hồng bên en hết size 7 rồi chị ạ,ask_availability#size
101943,16763,t_2883348418395633,,,Bên em còn cả áo và váy tại 424 Nguyễn Trãi và 828 Láng. cửa hàng nằm bên trong nhà sách Tiến Thọ ạ,handoff
101944,16763,t_2883348418395633,Các cơ sở còn mỗi màu trắng thôi ah shop,handoff,,
101945,16763,t_2883348418395633,,,Dạ đúng rồi chị ạ,agree
101946,16763,t_2883348418395633,,,Màu hồng size 7 bên em hết mất rồi ạ,ask_availability#size
101947,16763,t_2883348418395633,"Tiếc quá nhỉ, size 8 tuổi còn ko shop",ask_availability#size,,
101948,16763,t_2883348418395633,Trẻ con mặc màu trắng thì hơi bẩn,handoff,,
101949,16763,t_2883348418395633,,,Size 8 cũng hết rồi chị ạ,inform
101950,16763,t_2883348418395633,😌,icon,,
101951,16763,t_2883348418395633,"Bạn check lại giúp mình váy Hồng cho bé 8 tuổi ở cơ sở nào có, mình qua láng mà ko còn màu Hồng",handoff,,
101952,16763,t_2883348418395633,,,"Dạ bên em còn ở Từ Sơn, Thanh Hóa, Bắc Ninh chị ạ",handoff
101953,16763,t_2883348418395633,"Ok b, mình tưởng ở HN thì mình nhờ ship, ở BN xa quá",handoff,,
101954,16764,t_2883348418395633,,,Dạ chào chị. Chân váy bé gái K196NIF màu trắng có giá 309.000đ sale 50% còn 154.500đ ạ. Chị muốn check size cho bé cao và nặng bao nhiêu shop hỗ trợ ạ,handoff
101955,16764,t_2883348418395633,Bạn còn màu Hồng cho size 8 tuổi ko,ask_availability#size,,
101956,16764,t_2883348418395633,,,"Da cơ sở Lotte, Savico, Hàng Da còn size 9 của bé ạ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",ask_availability#size
101957,16764,t_2883348418395633,Bé nhà mình mặc size 9 sợ hơi rộng,handoff,,
101958,16764,t_2883348418395633,Bạn ấy nặng 26kg và cao 1m4,inform,,
101959,16764,t_2883348418395633,,,Mặc size 9 thì sẽ không bị ngắn chị ạ,handoff
101960,16764,t_2883348418395633,,,Vì bé nhà mình 1m4 liền đó ạ,inform
100831,16619,t_2960844453959441,Ukie shop. Mình ở lạc long quân thì điểm nào gần nhất shop nhỉ,handoff,,
100832,16619,t_2960844453959441,,,Dạ em nhầm chút mẫu này bên em mới có màu vàng bò ngoài cửa hàng thôi ạ.,handoff
100833,16619,t_2960844453959441,,,,
100834,16619,t_2960844453959441,Màu đỏ chưa có à shop,handoff,,
100835,16619,t_2960844453959441,,,Dạ màu đỏ chưa có hàng chị ạ,handoff
100836,16619,t_2960844453959441,Thế để mình check thêm 1 chút. :),handoff,,
100837,16619,t_2960844453959441,,,Dạ vâng ạ,agree
100838,16619,t_2960844453959441,Alo bạn ơi,greet,,
100839,16619,t_2960844453959441,Mẫu này màu đỏ có size 3-4T chưa ạ?,ask_if_sells#size,,
100840,16619,t_2960844453959441,,,"Dạ rồi ạ. Hàng Da, Mỗ Lao, Lotte còn size của bé ạ",ask_availability#size
100841,16619,t_2960844453959441,,,Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,handoff
100842,16619,t_2960844453959441,Mình đang muốn lấy mẫu đó + mẫu áo vest,inform,,
100843,16619,t_2960844453959441,Mà sợ hết size. Hehe. Thế thì lại ko được hưởng ctrinh mua 1 tặng 1 của bên mình,handoff,,
100844,16619,t_2960844453959441,😂😂,icon,,
100845,16619,t_2960844453959441,,,"Dạ vì hàng ngày tết nên bên em nhanh hết chị ạ. Tại cửa hàng có rất nhiều mẫu mã khác, chị qua trực tiếp xem đồ cho bé giúp em ạ",handoff
100846,16619,t_2960844453959441,Áo vest này hàng da còn size 3-4 ko ạ,ask_availability#size,,
100847,16619,t_2960844453959441,,,,
100848,16619,t_2960844453959441,,,Dạ vest này Hàng Da còn size 3 ạ,ask_availability#size
100849,16619,t_2960844453959441,,,Mời chị bớt chút thời gian ghé qua cửa hàng tham quan và mua sắm ạ <3,handoff
100850,16619,t_2960844453959441,,,,
100851,16619,t_2960844453959441,Thanks ad nhé,thank,,
100852,16619,t_2960844453959441,Ad ơi,greet,,
100853,16619,t_2960844453959441,Mình đang nghỉ sinh ko ra ngoài đc. Nhờ bạn thì cno ko kịp lên,handoff,,
100854,16619,t_2960844453959441,Shop báo hàng da ship mình được ko,handoff,,
100855,16619,t_2960844453959441,Mình ck trước,handoff,,
23351,3795,t_2981046955344504,Bắt đầu,handoff,,
23352,3795,t_2981046955344504,"Cho mình hỏi bé gái 16kg, 4 tuổi mặc size gì và bé gái 7 tuổi 32kg size gì ạ",inform,,
23353,3795,t_2981046955344504,,,"K's Closet xin chào ạ. Dạ bé 16kg, 4 tuổi mặc size 4, bé 7 tuổi 32 kg mặc size 9 chị nha.",handoff
23354,3795,t_2981046955344504,"Cảm ơn shop, để mình chọn hàng bên shoope",thank,,
23355,3795,t_2981046955344504,,,"Dạ Cảm ơn chị đã quan tâm đến sản phẩm của K's Closet. 
Đây là link shopee cúa shop ạ. Chị vui lòng truy cập để xem và mua sắm ạ.
https://shopee.vn/kclosetvn",handoff
23356,3795,t_2981046955344504,😀😀😀,icon,,
23357,3795,t_2981046955344504,,,Cảm ơn chị đã quan tâm đến sản phẩm của K's Closet ạ!,thank
23358,3796,t_2981046955344504,"cho e hỏi, e muốn chọn bên shoppee , size bé gái 21kg và 34kg chọn size gì vậy shop?",handoff,,
23359,3796,t_2981046955344504,,,,
23360,3796,t_2981046955344504,,,Em gửi chị ạ,handoff
23361,3796,t_2981046955344504,,,,
23362,3796,t_2981046955344504,bé giá là dưới à chị?,request#price,,
23363,3796,t_2981046955344504,,,Dạ đúng rồi ạ,agree
23364,3796,t_2981046955344504,tks chị nha,thank,,
18060,2862,t_2986978818019970,,,"Dạ K031TES-BK1ACX  - ÁO SÁT NÁCH BÉ TRAI có giá 129,000đ sale 10%. K473NIS-FT2CCGHI - QUẦN KAKI BT ĐẾN GỐI có giá 279.000đ sale 10% ạ. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
18061,2863,t_2986978818019970,,,"K's Closet chào chị ạ. Sản phẩm K021NIF-LT3GDXBI03 SET GILE BÉ TRAI có giá 559000đ sale 50% còn 279.500đ. Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",handoff
