message,cluster
"287 Trần Đăng Ninh, Cầu Giấy - ĐT: 0961 287 366 - 0982.274.781 Dạ hiện tại đang cao điểm vì vậy bên em check tồn không chính xác chị vui lòng liên hệ cửa hàng để được hỗ trợ giúp em ạ",4
Dạ sản phẩm chị quan tâm bên em có size lớn nhất cho bạn 30kg thôi ạ. Mong chị thông cảm giúp ạ,2
K's Closet chào chị ạ.Sản phẩm K213EIF-FK3JATAN03 BỘ HOODIE MŨ IN HÌNH có giá 399000đ sale còn 199.500đ.Bên em có size cho bé từ 3 đến 9t.Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,1
Bộ màu cam size 4 và 5 đều còn tại TTTM Savico Long Biên ạ,2
Dạ K's xin chào ạ. Sản phẩm BỘ SÁT NÁCH BG-B174EIS-DK3CCHON có giá 129.000đ ạ,3
Dạ bên em có size của bé a. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,6
Dạ tiếc quá ạ. Bên em không còn mẫu nào màu tím chị ạ,9
"Dạ,chị đặt trên shopee đúng không ạ.Em gửi chị số hotline shopee chị liên hệ với bên shopee sẽ có các bạn hỗ trợ chị ạ 0916957390",9
bên em nhận được hàng sẽ gửi lại cho mình luôn ạ,8
Chị muốn check sản phẩm tại cơ sở nào shop hỗ trợ ạ,9
"Sản phẩm chị quan tâm bên em có size lớn nhất cho bạn 30kg thôi ạ,bên em không có size cho bạn 50kg ạ",1
Dạ bên em không có màu vàng ạ,3
Chào Bao Ngoc! Chúng tôi có thể giúp gì cho bạn?,4
Bên shop vẫn còn khẩu trang chị nha,5
chị gửi lại mẫu giúp em với ạ,2
"""K's Closet chào chị ạ. Sản phẩm B105TEF-FT3QA SET ÁO KÈM QUẦN BT có giá 359,000đ sale 10%  323,100đ. Bên em có size cho bé từ 1-4 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",8
Dạ vâng ạ. Shop có địa chỉ tại 828 Láng (bên trong nhà sách Tiến Thọ) ạ,0
"K's Closet chào chị ạ. Sản phẩm K084NIF-FT1GAHON03 ÁO BOMBER BÉ GÁI có giá 459,000đ sale 50% còn 229,500đ. Áo len cổ lọ bé gái K276NIF-FK1LD màu trắng có giá 359.000đ sale 40% còn 215.400đ, Sản phẩm K196NIF-FT5BPHON07 CHÂN VÁY BÉ GÁI có giá 309,000đ sale 40% còn 185.400đ . Bên em có size cho bé từ 3-9 tuổi, mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",6
Dạ bên em có set mẹ và bé gái tại cửa hàng còn cả set của cả nhà bên em có bán tại shopee chị ạ.,1
Vũ Thị Thơ đã trả lời một quảng cáo.,5
Dạ không vừa được đổi sang sản phẩm khác nhé chị,4
Dạ mẫu trên bên em có size cho bạn từ 10-14 tuổi (32-45kg thôi chị ạ). Chị tham khảo mẫu khác giúp em ạ,3
vậy e lên đơn cho chị nha,7
bthg các me cũng thích lấy dài rộng hơn vừa người để mặc đc hết mùa và năm nay năm sau ạ,8
chị tích vào những áo mình muốn lấy giúp em được k ạ,5
Dạ mẫu quần này bên em có size từ 3-9 chị ah,9
Lan Anh Pham đã trả lời một quảng cáo.,2
"Dạ chào chị, hai mẫu áo trên có size 9 là lớn nhất ạ",2
Dạ bên em có bán online ạ,2
Dạ tháo rời được nha chị,2
Dạ 2 mẫu bên em đều hết size của bé mất rồi ạ,2
"K's Closet chào chị ạ,sản phẩm K225NIF-FK1KATRA03	ÁO HOODIE BÉ TRAI có giá 369.000đ sale  50% còn 184.500đ.Mời chị ghé cửa hàng xem và mua sắm cho bé ạ",7
"Dạ bên em còn ở Sóc Sơn, QUảng Trị, QUảng Ngãi, Đà Nẵng chị ạ.",4
"Dạ màu này bên em hết size ạ, còn hồng sen ở bắc ninh thôi chị ạ",0
Dạ bên em đã gửi hết trường hợp nhận tại nhà rồi ạ,5
"Sản phẩm T104NIF-FT5BK CHÂN VÁY DENIM có giá 339,000đ sale 40% còn 203,400đ ạ",6
Dạ bé mặc được size 10 bên em chị ạ. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,8
Dạ size 11 bên em hết toàn hệ thống rồi ạ. Mong chị thông cảm giúp,4
"Dạ chị vui lòng ghé số 24 ngõ 454 Minh Khai để đổi hàng. Liên hệ số 0916.957.390. Đến giờ hành chính 8-17h từ thứ 2-7 ạ,hoặc giờ chị liên lạc trực tiếp với các bạn bên shopee về tình trạng hàng của mình các bạn sẽ hỗ trợ chị tốt hơn ạ,tại em không ở bên shopee nên trả lời chị sẽ hơi chậm :(",6
"Phố Huế bên em tạm ngừng hoạt động 1 thời gian chị ạ. Khi nào mở lại bên em sẽ thông báo trên page, chị theo dõi page để nắm được thông tin giúp em ạ",4
dạ bạn nhà mình bao nhiêu kg ạ,2
Mẫu này size 9 bên em còn tại 828 Láng và 424 Nguyễn Trãi. Cả hai cửa hàng đều nằm bên trong nhà sách Tiến Thọ ạ,0
� BÙNG NỔ ƯU ĐÃI - CÓ 1 KHÔNG 2�,4
chị tìm size cho bạn bao nhiêu kg ạ,5
"Dạ áo bên em có giá 69K ạ. Bên em có size cho bé từ 10-14 tuổi ạ, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",2
Chị đặt 2 mẫu mỗi mẫu size 9t đúng không ạ,0
"K's Closet chào chị ạ,sản phẩm B048TEF-FT1CAXAN01	ÁO SƠ MI DÀI TAY có giá 239.000đ sale 10% còn 215.100.Bên em có ie cho bé từ 1 đến 4t,Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",4
"424 Nguyễn TRãi, cửa hàng nằm trong nhà sách Tiến Thọ chị ạ",6
Dạ bán mũ riêng đó ạ. Chị nhắn vào mục chat với shop trên shopee để các bạn hỗ trợ giúp em ạ,2
� Quà tặng từ K's Closet: MUA 1 TẶNG 1,4
Dạ shop hỗ trợ được gì cho chị ạ,2
vậy chị đổi sang mẫu áo cam này nha chị,3
Dạ K's Closet xin chào ạ. ,4
khi nào ship đến c thanh toán tiền ship c ạ,8
Dạ bên em hiện tại chỉ bán online trên shopee chị ạ,2
"K's Closet chào chị ạ. Sản phẩm K177TEF-BK1IADEN05 ÁO CỔ LỌ TRẺ EM có giá 159,000đ sale còn 129,000đ. Bên em có size cho bé từ 5-9 tuổi. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",0
Lào Cai còn 2 mẫu chị quan tâm size 24M chị ạ.,9
Dạ em báo các bạn cửa hàng chụp mẫu hỗ trợ chị ạ,0
"K's Closet chào chị ạ. Sản phẩm K038TES-FT4BICAM - VÁY BÉ GÁI có giá 269,000đ sale 20% còn 215.200đ. Bên em có size cho bé 3-9 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",9
Dạ size 12 tuổi thì những mẫu trên không có mẫu nào còn ạ.,4
dạ set có bờm tặng kèm ạ,0
Mẫu này size 18m bên em hết toàn hệ thống rồi ạ,0
Giang Vuong đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,4
Set áo len kèm chân váy ngoài cửa hàng còn nên bên em có nhận ship ạ,6
Huong Nguyen đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,9
Lolly Loly đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,4
vậy em xuất đơn gửi hàng cho chị luôn nhé,8
Chị dùng áp trên điện thoại hay máy tính ạ. Chị thử dùng tài khoản khác giúp em ạ,6
Dạ cho bé bé 32kg là vừa chị ạ,0
Nhung Chiến đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,9
chị cho e xin chiều cao của bạn để e check sz cho bạn ạ,4
dạ cơ sở 09 Hàng da còn size cho bé ạ,6
Dạ 30 và 32kg là cùng 1 size em check mẫu lớn nhất và báo lại chị ạ,4
"K's Closet chào chị ạ. Sản phẩm B172TES-FK4A0HON - VÁY BÉ GÁI có giá 199,000đ sale 50% còn  99.500đ. Bên em có size cho bé 1-6tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",1
Dạ chị cho em xin chiều cao và cân nặng của bé để em tìm size phù hợp nhất cho bé nha.,4
Dạ giá đó đã giảm rồi chị ạ,4
"Mẫu áo B342NIF màu trắng có giá 189,000 đồng sale 50% còn 94,500 đồng ạ.",8
cửa hàng e còn mẫu váy quả dâu đang được sale có size của bạn nhà mình thôi c ạ,3
Voucher tự động chuyển vào ví voucher của chị. Chị check lại trong ví giúp em ạ,1
"K's Closet chào chị ạ. Sản phẩm K162TES-FT4B - VÁY BÉ GÁI có giá 299,000đ. Dạ bên em có size của bé 16kg ạ. Chị muốn mua online hay ghé trực tiếp cửa hàng xem đồ cho bé em hỗ trợ chị ạ",5
Chị truy cập vào link rồi làm từng bước rất đơn giản thôi ạ,4
Nguyễn Thắm đã trả lời một quảng cáo.,4
Anh Thu Pham Thi đã trả lời một quảng cáo.,4
đon của chị 288k + 46k tiền ship ạ tổng hết 334k chị thanh toán cho ship nha chị,4
Thu Hang đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,8
Dạ bên em có màu hồng và màu nền xanh nữa ạ.,7
Dạ chị đặt cả 2 bộ size 17kg đúng không ạ,4
Ngoc Anh Nguyen đã trả lời một quảng cáo.,5
"Dạ hiện tại web bên em đang nâng cấp,chị muốn tham khảo địa chỉ ở đâu để bên em hỗ trợ chị ạ",4
Mẫu váy này vốn là dáng váy dài rồi ạ,2
bé cao mét bao nhiêu ạ,3
Dạ đúng rồi chị ạh,2
Bộ đồ bé gái mặc cũng được chị ạ. Bộ đồ bé nhà mình mặc size 8 ạ. Còn quần ống vảy và áo khoác bé nhà mình mặc size 9 ạ,6
"Dạ chị chờ bên em chút, em check hàng và báo lại chị ạ",1
Dạ váy chưa sale chị ạ. 219K là giá gốc ạ,0
Chào Hoa! Chúng tôi có thể giúp gì cho bạn?,2
Le Thu đã trả lời một quảng cáo.,4
Phạm Hòa đã trả lời một quảng cáo.,2
"áo dài cổ tròn in hình K373NIF  có giá 399.000đ. Sản phẩm chỉ có áo, không bao gồm quần ạ.",6
áo bên em còn sz 8 ạ,5
"Dạ,sản phẩm này bên em có size lớn nhất cho bạn 30kg thôi ạ",4
Dạ chị có thể qua 280 Lạc Trung - Hai Bà Trưng - ĐT: 0982.365.280 bên em ạ,9
"Dạ cửa hàng không còn mẫu chị quan tâm ạ. Còn nhiều mẫu khác có size, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",5
Dạ bên Yên Phụ bên em tạm ngừng hoạt động chị ạ,2
Chị muốn mua đồ hè cho bạn nam 14 tuổi và nữ 11 tuổi đúng không ạ? Bé cao và nặng bao nhiêu em hỗ trợ chị ạ,6
Dạ sản phẩm này bên em hết rồi ạ. Chị vui lòng chọn mẫu khác giúp em ạ,2
Bé nặng 45kg mặc size 12 nha chị,4
Chị cho em xin chiều cao cân nặng em hỗ trợ chị ạ,1
Lien Nguyen đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,2
Dạ đồng phục bên em chỉ có trên shopee thôi chị ạ,9
Dạ chị tham khảo những mẫu có mã bắt đầu chứ T giúp em ạ. K cho bé từ 13-30kg thôi ạ,9
Áo dài cổ tròn in hình K373NIF màu cam có giá 399.000đ ạ,2
Dạ chào chị. Áo phao gile B243NIF-FT1MA màu hồng size 1-2 tuổi sale 50% còn 239.500đ; size 3-4 tuổi sale 50% còn 249.500đ. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,1
"Dạ quần Nam Định hết chị ạ. Còn nhiều mẫu khác có size của bé, em mời chị ghé xem đồ cho bé ạ",2
mauã Mẫu này bên em lại không có size cho bé nhà mình rồi chị ạ! Chị vui lòng tham khảo các sản phẩm khác bên em chị nhé!,3
Quynh Vu Van đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,4
Áo còn tại 828 Láng và 424 Nguyễn Trãi (đều nằm bên trong nhá sách Tiến Thọ) còn size 5 thôi ạ,0
"Dạ,sản phẩm k434NIS-BK1ACDEN07	ÁO PHÔNG SÁT NÁCH có giá 129000đ sale đồng giá còn	99000đ.Bên em có size cho bé từ 3 đến 9t.Mời chị ghé cửa hàng xem và mua sắm cho bé ạ",2
chi xem qua các mẫu có mã bắt đầu bằng chữ T có sz của bé nhà mình đó ạ,4
"Dạ bên em chỉ áp dụng sale trên shopee, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",2
Quà tặng từ K's Closet: MUA 1 TẶNG 1,4
Chào Phuongchi! Chúng tôi có thể giúp gì cho bạn?,4
Thu Trang's đã trả lời một tin nhắn được tài trợ. Đây là tin nhắn được tài trợ cuối cùng mà bạn gửi.,2
"Bộ Quần Áo Sát Nách In Music Bé Gái (10-14 Tuổi) K's Closet T552NIS có giá 259.000đ, hiện giảm 30% còn 181.300đ ạ.",2
Chị truy cập shopee xem đồ cho bé giúp em ạ,2
"Dạ sản phẩm chị quan tâm bên em có size lớn nhất cho bạn 20kg thôi ạ. Còn nhiều mẫu khác có size, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",2
Dạ mẫu trên bên em có size lớn nhất cho bạn 22kg thôi ạ. Em chụp mẫu 35kg cho chị tham khảo được không ạ,2
Dạ dự kiến 2-3 hôm nữa bên em có hàng về thêm ạ,8
Dạ các mẫu áo dài của shop hiện chỉ có đến size 9 lớn nhất dành cho bé từ 35kg trở xuống mặc vừa thôi ạ,4
"Dạ sản phẩm chị quan tâm bên em có size lớn nhất cho bạn 20kg - 6 tuổi  thôi ạ. Còn nhiều sản phẩm có size của bé, chị vui lòng tham khảo mẫu khác giúp em ạ",4
35kh mặc size 10 bên em. 50kg mặc size 14 ạ.,7
c ơi size 120 là vừa so với cân nặng của bé nhưng em sợ bé mặc sẽ bị dài đó ạ.,2
Dạ bên em có size lớn nhất cho bạn 4t -15kg thôi ạ,1
Chị cho em xin thêm SĐT nhận hàng ạ,3
Tổng đơn của chị là áo dài đỏ gắn nơ bướm size 14 giá 499.000đ + chân váy trắng size 14 giá 259.000đ+ 35.000đ ship= 793.000đ ạ,9
Dạ em không phải ở ngoài cửa hàng nên không check thực tế cửa hàng còn các mẫu nào được ạ. Em chỉ có thể check trên hệ thống. Đôi khi thì hệ thống và thực tế vẫn có chênh lệch nhau. Nhất là những ngày sale khách hàng mua nhiều ạ,7
"Dạ vâng ạ, Chị ơi em ship trong 2 tiếng phí ship là 40k, ship siêu tốc là 50k. em đặt shio 2h nhé ạ, trong 2h chị nhận được hàng ạ",0
Dạ sản phẩm chị quan tâm bên em hết hàng mất rồi ạ.Chị tham khảo các sản phẩm khác bên em chị nha,6
"Dạ dự kiến cuối tuần này về hàng, em cũng chưa có lịch cụ thể thứ mấy ạ",9
"chi nhánh sơn la còn cả áo size 9, 10 và váy size 9,10 luôn. Chị đưa bé qua thử nhé",9
Lê Hoài Lý đã trả lời một quảng cáo.,3
"Dạ,vâng em sẽ gửi đơn của mình cho các bạn ở cửa hàng các bạn sẽ liên lạc lại với chị để báo giá ship ,chị để ý điện thoại giúp em ạ",4
Dạ bên em kết thúc chương trình sale 50%  từ ngày 5/9 rồi ạ. Chị vui lòng theo dõi page để nắm được chương trình tiếp theo của K's Closet ạ,8
Huong Lien đã trả lời một quảng cáo.,4
"Dạ size 10t pony còn ở Giải Phóng,Nguyễn Trãi,Thái Hà,Garden ạ",5
"K's Closet chào chị ạ. Sản phẩm K304TES-FT4BHDBI03 VÁY BÉ GÁI có giá 339,000 sale 50% còn 169.500đ Bên em có size cho bé 3-9 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",7
Áo vest bé trai K231NIF-LT1TA màu đỏ có giá 449.000đ ạ,9
Dạ em gửi chị Hệ thống cửa hàng của K's Closet,2
"Quần còn ở Bắc Ninh, Đội Cấn, hà Tĩnh ạ",2
Em gửi chị hệ thống cửa hàng Tại Hà Nội:,2
"Dạ,2 mẫu đầu tô hiệu vẫn còn size cho bé 2t đó ạ",7
Bé mặc được size 7 chị nhé,8
"Dạ áo này bên em hết rồi ạ. Còn nhiều mẫu khác có size, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",5
"K's Closet chào chị ạ. Sản phẩm T141TES-BK1AATRA - ÁO PHÔNG CỘC TAY BÉ TRAI có giá 159,000đ sale 50% còn 79.500đ ạ. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",9
Dạ sản phẩm size lớn nhất bên em cho bạn 30kg chị ạ,9
Dạ nếu shopee có sản phẩm này chị đặt trên đó cũng được ạ. Tất cả các sản phẩm được bán bên em đã up trên shopee ạ.,0
tổng đơn của mình hết 558.000 nhé c,9
"nếu chị cần gấp bên em ship trong ngày bằng grab, còn không cần gấp bên em ship cho bên giao hàng tiết kiệm hoặc nhanh mất 1-2 ngày chị ạ",6
Chào Thiện! Chúng tôi có thể giúp gì cho bạn?,0
"Dạ bên em có size lớn nhất là 16kg thôi ạ. Còn nhiều mẫu khác có size, em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",1
Trần Gia Hưng đã trả lời một quảng cáo.,2
"Chị ơi, 50K là shopee có trợ giá vận chuyển rồi chị ạ. Do người ta tính theo cân nặng của sản phẩm. Hàng hè bây giờ chỉ có trên shopee chị ạ. Chị nhắn trực tiếp để được hỗ trợ giúp em nha",9
Thanh Hóa: 119 Đinh Công Tráng - ĐT: 0962 583 933 Em gửi chị ạ,2
Anh Huy: 0912.022.063 chị liên hệ giúp em để được hỗ trợ nha,6
vậy chỉ không lấy váy sz 3 tuổi màu nhạt nữa đúng không ạ,2
Áo dài nhung màu đỏ đính bướm K384NIF-LT1FXDOO size 6y  có giá 479.000đ; size 12y có giá 499.000đ. Chân váy tutu K396NIF-LT5BQ  size 6y có giá 239.000đ; size 12y có giá 259.00đ. Chị muốn check sản phẩm tại cơ sở nào shop hỗ trợ ạ,6
K014tes bên em chỉ có trên shopee thôi chị ạ,4
Chị đặt 10 cái là 2 hộp ạ,4
Dạ chào chị. Quần ống vảy bé gái K216NIF-FT2BE màu đậm có giá 329.000đ sale 50% còn 164.500đ.,4
"Dạ sản phẩm K163NIS-LT3GCDAM SET GILE BÉ TRAI có giá sau giảm là 299,000đ ạ. Bên em có size cho bé từ 3-9 tuổi. Mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",5
Hà Nam bên em chưa có cơ sở nào chị ạ. Bên em có bán hàng online ạ. Chị có nhu cầu vui lòng cho em xin địa chỉ kèm SĐT em gửi cửa hàng hỗ trợ chị ạ,5
Chị tham khảo một số mẫu quần này nha,3
Trong 2 mẫu này chị quan tâm mẫu nào ạ?,4
"K's Closet chào chị ạ,sản phẩm K020NIF-BK2AEGHI03	QUẦN JOGGER BÉ GÁI 199.000đ sale 30% còn139.300đ ạ.Chị cho em xin chiều cao cân nặng của bé em check size cho chị ạ",2
chương trình áp dụng đến hết 31/3 ạ,6
Trần Đăng Ninh còn size của bé. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ,4
Trinh Thuy Hang đã trả lời một quảng cáo.,9
Dạ sản phẩm đầu tiên bên em có size lớn nhất cho bạn 9 tuổi- sản phẩm thứ 2 cho bạn 14 tuổi ạ.,4
"Bên em có bán onl ạ,chị cho em xin chiều cao cân nặng của bé em check size cho chị ạ",9
Thương Lê đã trả lời một quảng cáo.,0
"Dạ,sản phẩm K009NIF-BK1JAXAN03 K009NIF- ÁO DÀI TAY BÉ TRAI có giá 159000đ sale 50% còn 79.500đ",9
Dạ bên em không còn ạ. Size 8 bên em còn tại lào cai thôi chị ạ,2
"dạ, theo như số đo chị cung cấp thì bé nhà mình mặc size 07 chị ạ",9
Dạ chào chị. Váy dài tay bé gái T306NIF-FK4A họa tiết hoa có giá 329.000đ ạ. Chị cho em xin chiều cao và cân nặng cụ thể của bé để em check size phù hợp với bé nha,4
"Hiện tại bên em có 3 size, size S cho bé 1-4y, size M cho bé 4-10y, size L cho bé trên 10y và người lớn ạ",2
"Hồng size 9 còn ở : Lạc Trung, Savico, Royal. Size 6: Còn ở Savico, Royal, The garden còn size chị ạ",4
e gửi c những mẫu có size của bé ạ,3
"""K's Closet chào chị ạ. Sản phẩm K256NIF-FT3FXCAM09 SÉT ÁO KÈM CHÂN VÁY LEN có giá 809,000đ sale còn 459.000đ. Bên em có size cho bé từ 5-9 tuổi. Em mời chị ghé cửa hàng xem và sắm đồ cho bé ạ",6
Quà tặng từ K's Closet: MUA 1 TẶNG 1,9
Link bé gái,4
Dạ bé mặc size 3t bên em ạ,4
"Dạ,được chị nha.Em mời chị ghé cửa hàng xem và mua sắm đồ cho bé ạ",4
Chào Cham! Chúng tôi có thể giúp gì cho bạn?,2
